"","CellLineName","H3K4me0","H3K4me1","H3K4me2","H3K4ac1","H3K56me0","H3K56me1","H3K79me0","H3K79me1","H3K79me2","H3K9me0","H3K9me1","H3K9me2","H3K9me3","H3K27me0","H3K27me1","H3K27me2","H3K27me3","H3K36me0","H3K36me1","H3K36me2","H3K36me3","H3K9ac1","H3K14ac0","H3K14ac1","H3K18ac0","H3K18ac1","H3K23ac0","H3K23ac1","H3K23ub1","H3K27ac1"
"ACH-000737","NCIH1385_LUNG",-0.012223943,0.545578185,-0.16104552,0.01941227,0.077534002,NA,0.011482179,0.545116804,0.374116434,-0.792468084,-0.21653588,0.1609954605,0.8032726985,-0.980665299,-0.61005286025,-0.146302686666667,-0.063610903,-0.924281049,-0.7637834272,-0.27252591075,-0.869569282666667,-0.308066742,-0.065266325,-0.0758546938,NA,-0.402905672,-0.0530174535,-0.5092799925,NA,-1.28843677975
"ACH-000012","HCC827_LUNG",0.272498139,0.439488166,0.231393801,-2.080020541,0.193151172,0.218001978,0.093782923,0.378312261,0.426429778,0.176898082,0.196794115,-0.0958184075,0.1374934465,-0.3510786536,-0.081814709,0.193580209,0.6150589125,-0.189552333333333,-0.4969190796,-0.16761460875,-0.0620967193333333,0.2244861215,0.45593168,-0.199990337,-0.264474253333333,-0.731914736,-0.081429385,-0.6321623645,-0.830068733,-1.05171608475
"ACH-000169","RD_SOFT_TISSUE",0.521461595,0.892867713,0.516505372,0.490882043,0.491843508,NA,0.290344188,0.541690266,0.397183261,0.365401931,1.039805105,0.4336608465,0.2001795535,0.7860748906,0.5066778505,0.358682492,0.861285943,0.8594376855,0.5196214192,0.824716128,1.117355564,0.7616279665,0.5396644206,0.5806057404,NA,1.162933693,0.4752611095,1.397560458,NA,1.412489799
"ACH-001321","TT_THYROID",-0.187570098,1.025417782,0.308672479,0.338884297,0.087137347,NA,-0.308566574,0.221249821,-0.672125447,0.0987388655,-0.138569025,-0.281506806,-0.099396596,-0.4039338064,0.07051294925,-0.205206507333333,-0.8660865505,-0.792662075833333,NA,0.33517854425,-0.107707869666667,0.421413086,-0.1431905758,0.1434623856,NA,0.8477435265,0.094330968,0.761907136,NA,NA
"ACH-000387","TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.292847807,0.243629583,0.59739663,-0.490386582,-0.292228177,0.019656798,-0.195630696,-0.364112024,-0.409730611,-0.478512467,-0.5456049555,-0.4295694025,-0.2327559915,-0.157772072,0.10617118325,-0.297386540666667,-1.1974299655,-0.0242558288333333,-0.5040962094,-0.12380191575,-0.511920571,-0.9230283595,-0.4582124036,-0.5855760668,0.141914729666667,-0.2901700305,-0.3360956565,-0.1895932095,0.89678186,-0.261447554
"ACH-001306","8305C_THYROID",-0.521872467,-0.428880158,-0.653603569,0.239584602,-0.143156994,NA,-0.258822028,-0.056221445,0.036700455,-0.438557489,-0.1644661875,-0.1941316335,-0.5325193025,0.3707358272,0.3536559755,-0.0560136526666667,-0.5986567575,-0.212430202666667,-0.278708674,0.3446807605,0.510338927333333,-0.074970173,-0.1868634744,-0.3749944398,-0.838629829666667,0.115609425,0.144289295,-0.413825126,-1.745598977,-0.41533333175
"ACH-000568","UACC812_BREAST",0.015176159,0.099413585,-0.485335528,-1.627455684,-0.093696854,0.458711972,-0.449297749,-0.216561265,0.710460518,0.3331107595,-0.0933135555,-0.37428807,-0.25194948,-0.4818891136,-0.16141739625,0.290003555,0.109499683,-0.476715953166667,0.2018303818,-0.5323141765,-0.166878561666667,-0.36044926,0.2201562338,-0.5189120762,-0.158941620666667,-0.4020730065,-0.2856713175,-0.4072261945,0.104824149,-0.62873276975
"ACH-000105","ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.01379052,-0.303065286,0.211491059,0.47489997,-0.267317132,-0.667423338,-0.233194367,-0.070391924,0.136295393,0.233427218,0.1109965805,-0.1225469925,-0.2219090095,0.1541224096,-0.4779637615,-0.342993590333333,0.6523506425,0.166181085833333,0.00240560959999999,-0.04519966825,0.052162581,0.626541758,-0.0184359022,0.269039724,0.195319972666667,0.228161987,-0.3061512385,0.5699426895,0.51470099,0.46258152925
"ACH-000728","KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.335130864,-0.489380873,-0.55569955,-0.141775227,-0.123530899,-0.178436855,-0.173219024,0.128702492,0.468388394,-0.2892204485,-0.094932295,0.2606637915,0.0631675795,1.679241525,-0.17922876125,-1.51185167066667,-2.4551239415,0.157008983333333,-0.0701506526,0.04901401075,0.817880162,-0.6668312765,-0.31175118,0.0208901204,-0.201450003666667,-0.216484085,-0.1846784625,0.046650502,-0.76126226,1.25187687025
"ACH-000981","DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.021369376,-1.1147216,-0.246732161,0.440020141,0.01226057,-0.676988119,-0.064451053,-0.054936303,-0.02090303,0.342994995,0.105106914,-0.0932084635,-0.174250753,0.0204335684,-0.39407721525,0.0675321033333333,0.372196065,0.105302186,-0.0978390602,-0.5525175225,0.152514845,0.7473181305,-0.175075386,0.5462597152,0.179494824,-0.36280367,0.063096689,-0.5953877035,0.877459161,-0.27068879025
"ACH-000357","JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.22680103,0.128345243,-0.289963173,0.156045287,-0.347281141,NA,-0.425585983,0.190479615,0.268702277,-0.3368133,0.021302297,0.064278568,0.1368037315,0.703999643,0.30277562125,-0.466870691666667,-1.5365717135,-0.267029501,0.2299784054,0.72812943975,0.350547241666667,0.047635873,-0.4118510038,0.3851338716,NA,0.4817911555,-0.1970586395,0.557989631,NA,0.81363232675
"ACH-000653","JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.514589016,-0.432855001,0.435332024,0.162298222,-0.13064111,0.568167173,-0.17895463,-0.267129115,-0.279610407,0.295994496,-0.073953863,0.047048912,-0.1926612095,0.2450571604,-0.0533980075,0.225334169,0.017254979,0.428714434833333,0.1856321076,0.166373857,0.181900921666667,0.98476439,0.00519764779999997,0.4192794424,-0.084037635,-0.0112767915,-0.3287045215,0.5077364655,-0.632730376,0.74735977575
"ACH-000388","NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.032314659,-1.0801823,-0.368041373,0.02575276,-0.065726299,0.024323221,-0.014899499,-0.295812796,-0.053190729,0.423222328,0.019918684,-0.0288053355,-0.120270819,0.08243481,-0.05915042525,-0.0980347113333333,0.1136037735,0.290344473166667,-0.3159300762,-0.503710791,0.289791196,0.2154351325,0.0309077812,0.1728922148,0.115378499333333,-0.3997873405,-0.11395362,0.041582181,-0.308696305,-0.27293222
"ACH-000342","CL14_LARGE_INTESTINE",0.332336832,0.064397082,-0.175300082,-0.166079551,0.131813391,NA,0.167376214,-0.002228213,-0.234769321,0.197603296,0.068537248,-0.299026563,0.019209067,-0.1710237428,-0.153089616,0.361577555333333,0.550562249,0.416625188166667,-0.2035002016,-0.6008539575,0.0355022023333333,0.67317919,0.2982191248,-0.0344182296,-0.753735619333333,-0.0300287915,0.0654217595,0.0836449055,-2.619397771,-0.383259772
"ACH-000604","KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.069714568,1.324136853,0.697790399,-0.057547976,0.025532458,0.014840109,-0.125722695,0.457514059,0.980378631,0.572000336,-0.149212394,-0.613517788,0.275616713,-0.913094594,-0.40573306225,-0.0694302953333333,0.317561467,-0.815130211166667,-0.5136879268,-0.0680378435,-0.118769168333333,-0.5615165845,-0.107247111,-0.083404776,-0.147853586333333,0.5137983455,0.142338953,0.551687723,-0.80401742,-0.58152665225
"ACH-000645","JL1_PLEURA",-0.116327414,0.425976563,0.149125976,-0.342272903,0.107857039,-5.363065125,0.049755876,-0.227123515,-0.408979129,-0.187650273,-0.0124835775,0.090226427,-0.031086276,-0.1194748586,-0.0683384435,0.121680861,0.1067136485,-0.385538902833333,0.0320926662,0.239209904,-0.094113079,0.189274717,0.1606707016,-0.1413582946,-0.477155221666667,0.1961619755,0.267083226,-0.0220303495,-1.529247467,-0.29650288
"ACH-000902","CAL148_BREAST",-0.258457001,-0.617595434,-0.679418277,-0.000193983,-0.442290302,-0.605279958,-0.622864178,0.052855698,-0.719679945,-0.4161578445,-0.1897252745,-0.3122275035,-1.028494535,0.1484628352,0.11750535025,-0.507586609666667,-1.2294136395,-0.6501670515,-0.16151024,0.3420361465,-0.416279005333333,-0.5445904755,-0.289554784,-0.7069234692,-0.427317903666667,-0.4053668055,-0.242469735,-0.813816858,0.019885864,-0.454998602
"ACH-000130","NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.378960676,-0.848958464,-0.494732016,-0.242520645,-0.424318793,-1.057761348,-0.51287451,-0.42545098,-0.331839137,-0.203263526,-0.565926247,-0.418199649,-0.3866085,0.0736842344,-0.479477955,-0.101185286666667,-0.3351119405,-0.373095461,-0.1305635484,-0.00764100600000001,0.273581654,-0.8288440045,-0.4829903774,-0.4781463932,-0.579165508333333,-0.29809376,-0.3438162275,-0.39171026,-0.86263107,0.10551520475
"ACH-000942","HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.508995551,-0.708652062,-0.140422378,0.456024497,-0.004192412,-0.354344797,0.009100512,-0.067601367,0.096649862,0.352331599,0.260692679,0.078730604,-0.381074119,1.0787086262,-0.08986732575,-1.48451954766667,-3.070927593,-1.42545180383333,-0.1826699068,1.71590286475,0.256117119333333,-0.0776317235,-0.4364125998,0.5296322156,-0.012539058,-0.3372482,-0.0564198875,-0.5630627575,0.526851716,0.93181061525
"ACH-000122","SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.113688449,-0.867920668,0.262413522,-0.515059393,0.017963431,-0.042087923,-0.151146014,-0.274398842,-0.637427404,-0.9338593125,-0.569608312,0.3046255885,0.1125531385,0.796395897,0.15780781775,-0.0261967376666667,-0.506259132,0.0781908366666667,-0.0187555194,0.64107573675,0.430143729,-0.7541749425,-0.255742151,-0.480443385,-0.384664763666667,-0.5503322805,-0.331858569,-0.4474617515,-0.696018211,0.1769998195
"ACH-000798","CL40_LARGE_INTESTINE",0.614941824,0.602204949,0.377384634,0.796965357,0.454805993,0.90722747,0.506536347,0.581408493,1.047210188,0.688919186,0.624896539,0.4446623085,0.385183652,0.290399441,0.33076854725,0.735690852666667,0.8249127065,0.7036476205,0.248592954,0.12326047325,0.451395045,0.157139396,0.6009647784,0.3193556542,-0.140707675333333,0.805313198,0.6852313715,0.4663128705,-1.114585114,0.170027039
"ACH-000044","MDAMB134VI_BREAST",0.004821373,0.739348638,0.11718642,0.340512476,0.356357928,0.460067397,0.753450433,-0.951308108,-0.206853008,0.148472677,0.308867686,0.26903532,-0.6773666255,-0.0490370508,-0.04584075275,-0.088358666,-0.539805873,-0.610768753833333,-0.0985834938,0.3994861525,-0.109955160666667,0.3047286115,-0.00729554099999999,0.1487906086,0.141547432333333,0.163350249,0.0022833805,0.2205348595,0.305706315,-0.27905371375
"ACH-000349","HCC1500_BREAST",0.574130252,0.888048363,0.846703595,-2.597610273,0.839022395,0.25005232,-0.100261264,0.493500714,1.662484101,0.135054383,0.627620197,0.728681607,0.271651552,0.3226865176,0.25331418425,0.318362703666667,1.369096381,0.161421386333333,0.2586168184,0.62901258,-0.246118641,0.396078483,0.7522019554,0.1114325334,1.26257568066667,0.514032075,0.692441515,0.7252473785,1.980413405,-0.57016584775
"ACH-000196","HCC1599_BREAST",-0.23159391,0.107465018,-0.008025027,0.531954951,0.225955605,0.217832914,-0.688082307,0.37793967,-0.795125471,-0.56942655,0.026322622,0.2719672125,-0.173872061,-0.6266242566,-0.604374944,-0.361024805,-0.393309725,-0.813343460166667,-0.313767882,-0.29913188875,-0.027326032,-0.1162588355,-0.4251178746,0.2006108298,-0.0478343903333333,0.120551641,-0.227462088,0.295505236,-0.038486185,-0.0767727245
"ACH-001130","MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.100872306,-0.623696795,0.74044989,-0.246985868,-0.1838516,NA,0,-0.4368782,-0.231128706,0.0474627035,-0.0400764805,-0.091916872,-0.581644227,0.0658089162,-0.16816073025,-0.407725102333333,-0.084650196,0.0150472615,-0.327989417,-0.21085647375,0.160587832666667,0.627004045,-0.0301042036,0.0144358712,NA,-0.516082333,-0.2426941685,-0.4538418435,NA,-0.0438129685
"ACH-000336","OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.167174048,-0.748391468,-0.739577256,-0.005381304,-0.183277034,NA,-0.194720927,-0.013541292,0.158549597,0.218861619,0.0912415055,0.2681943275,-0.1203446515,-0.7178988776,-0.093211806,0.00320886333333333,0.073865728,-0.474994511333333,-0.278351938,-0.46095781425,-0.737721938333333,-0.4065665365,-0.2657227894,0.286277295,NA,-0.5170473155,-0.245087433,-0.4465872505,NA,-1.123435066
"ACH-000271","SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.232342997,-1.15312291,-0.358241022,-0.140447262,-0.1238386,-0.03386145,-0.32094506,-0.83737829,-1.063259396,0.4925084205,-0.1658607675,-0.742667618,-0.7057254815,0.603980744,-0.60773313075,-2.21091269066667,1.200779557,0.2749784245,-0.377951335,-0.47443307575,0.0212382496666667,1.303950499,0.00096115739999999,0.0719208636,-0.32125015,-0.2149970925,-0.3189314045,0.0856484015,-0.927178629,0.39207601975
"ACH-000365","SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.010048552,-0.616987566,0.005557016,0.207915393,-0.257845926,-0.039476757,-0.143383411,-0.543221118,-0.473268072,0.320966396,0.0054100755,-0.688490541,-1.2476913595,0.3049841686,-0.6494357525,-1.491341827,1.417069212,0.599802394833333,-0.4100984996,-1.06665506575,-0.369135937333333,-0.4099237615,0.0481559846,-0.8560476608,0.130028879666667,-0.6265088865,-0.2030876425,-0.4827557705,0.508755692,-0.278249245
"ACH-000100","RH41_SOFT_TISSUE",-0.0339,0.153340457,0.075883378,NA,0.010003128,-0.002976641,0.085559662,0.124432928,-0.322827941,0.0801009605,0.224990908,0.1570126235,-0.2621853835,0.3429605222,0.06373435775,-0.38086749,-0.0843712315,-0.3946167995,0.3412506544,0.94731045925,0.154676676333333,-0.3813818615,-0.1742944478,0.1017093466,-0.063282777,0.5798112825,0.1519349165,0.6222149315,-0.578525462,0.733357308
"ACH-000124","OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.037926307,-0.967356195,-0.094017447,0.342660459,-0.062231589,0.225498029,0.084520414,-0.005017361,0.050512254,0.1067695265,0.170618255,0.4098372725,-0.1421287235,-0.1854218644,-0.14963732025,0.194168720333333,0.6073585015,0.213387958833333,0.0256588004,-0.06490410925,-0.136197595333333,-1.2266505745,-0.4363327526,0.163711055,0.0550216563333333,0.1528573755,-0.0045504655,0.259381423,-0.038882195,0.11721199275
"ACH-000321","MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.520048136,0.220419884,0.09729163,-0.231652519,0.073322124,0.053972517,0.002641191,0.578139664,0.971729739,-0.594717001,-0.1955942475,0.347727792,0.450187546,0.196969201,0.05567464275,0.111470114666667,0.5313875555,0.307189865666667,0.0131137346,0.60293978275,0.397062619333333,-0.9234993255,-0.208761297,-0.1575967974,0.702538961,0.4008933715,0.286062949,0.2779599015,1.781357925,0.72673120625
"ACH-000363","SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.165147409,-0.551188412,0.225739721,0.175040797,0.002246283,NA,-0.05047223,0.07084859,0.000251238,-0.237181768,0.154796336,0.545237434,-0.244151912,-0.7250630018,-0.322927736,-0.068025646,0.787878064,-0.268310328666667,NA,-0.73674583275,-0.425583129666667,-0.452991735,-0.0525166412,-0.0412000168,NA,-0.667693913,-0.3565045475,-0.392972707,NA,NA
"ACH-000166","KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.375023452,-0.366312503,-0.392702315,-0.187877356,-0.201098116,NA,-0.213601934,0.141368642,0.408123406,-0.8311285865,-0.411443609,0.2313214775,0.0810953325,-0.4200565748,-0.07085150275,-0.179945618333333,-0.2489409965,-0.332919893666667,-0.3039485336,-0.230876289,-0.228195792333333,-0.9229926045,-0.5943816568,-0.1468775392,NA,-0.1892686345,-0.067404347,-0.344199044,NA,-0.4259867075
"ACH-000554","UACC893_BREAST",-0.010204005,0.081121971,-0.254266724,-1.552155802,-0.127432989,NA,0.042225422,0.0103581,0.109449898,-0.301762453,-0.2053375065,-0.0375391725,0.7170228245,-0.3719990348,-0.2557226135,-0.0521774583333333,-0.4640742585,-0.1928185845,NA,-0.32548409225,-0.811463903333333,-0.021710286,-0.0537430532,0.1140124158,NA,0.3859901695,0.101353004,0.183191863,NA,NA
"ACH-000220","MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.313038432,-0.553478314,-0.025332883,0.238868903,-0.034625313,NA,0.143766333,-0.321434212,-0.664263638,0.226639325,0.344729283,0.3702883165,-0.140100269,-0.5349218558,-0.2349096805,-0.09825932,0.75445139,0.232157536166667,-0.4560782696,-0.90350520525,-0.715376259666667,-0.2250576875,0.0223374906,0.2082620966,NA,-0.589884091,-0.209940722,-0.544402352,NA,-1.0618681375
"ACH-000136","CHP126_AUTONOMIC_GANGLIA",-0.20979116,0.287271221,1.2622483,0.72510047,0.116397196,-0.619877571,0.219194783,-0.015946577,-0.439771995,0.393674982,0.1709784845,0.0411879125,0.193355751,0.3423584636,0.07057358225,0.0789447663333333,-0.008166018,-0.304262150666667,0.2524071526,0.4801356455,0.294791694,0.6083091935,0.009699346,0.5533031834,-1.04182741633333,0.38997219,0.163719264,0.5110640025,-3.695104402,0.00669790324999997
"ACH-000717","COLO680N_OESOPHAGUS",-0.591702922,-0.036143917,-0.247553096,0.048857735,-0.180981685,-0.92930991,-0.542369906,-0.450082344,-0.329679122,-0.1307105405,-0.2092505765,-0.396008103,-0.5218841065,-0.1288315714,-0.4360433635,-0.301773877666667,-0.6380184775,0.366343427833333,-0.5526651556,-0.53145329625,-0.382171228666667,0.091018985,-0.1630812376,-0.303652499,0.181340353,0.3282178795,0.0720548805,-0.166151019,1.388649095,0.18302445425
"ACH-000350","COLO678_LARGE_INTESTINE",-0.114997594,-0.635262062,-0.850091473,0.008751778,-0.300974879,-0.683869052,-0.333196719,-0.658627627,-0.897956943,-0.8217985365,-0.4495668625,0.130388935,-0.3463673035,-1.6669555316,-1.595042523,-0.166047180666667,0.1468984475,-1.244355464,-1.2717645216,-1.2107286995,-2.27826073133333,-0.6770881325,-0.2767390214,-0.5890337386,-0.316881185,-1.008575425,-0.510774177,-0.9409247785,-0.064396494,-2.64583999675
"ACH-000301","LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.03345746,0.360745372,0.16882965,0.18389672,-0.069878673,NA,0.023220072,0.004391628,0.063240409,0.510295299,0.2298662145,-0.1416195975,-0.1786024845,0.0522409802,0.1600626795,0.0806922963333333,0.1672002325,0.440932843666667,0.0332958566,0.046740806,0.214624887666667,-0.3441934795,-0.0448241684,0.0751225492,NA,0.47392324,-0.1072014295,0.6300411765,NA,0.54124531475
"ACH-000920","CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.109355145,-0.239029515,0.011350284,0.427135595,0.265267776,0,0.132100237,-0.100568994,-0.203176575,0.2026802365,0.274788086,0.3919295095,0.0452720215,-0.4404912302,0.1895629155,0.151616460666667,-0.083712036,-0.484510837166667,-0.0846519462,0.09347926525,0.374578875666667,0.9196431995,-0.0794531954,0.8131784166,1.176689622,0.8855522155,0.271886914,0.74027737,3.276844729,-0.16897297175
"ACH-000038","EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.082378315,0.025128502,0.610201804,0.397447776,0.112243541,NA,0.329216759,0.179828614,0.112385987,1.208941764,0.6388428005,0.0959709635,0.6766303775,0.042849093,-0.43333512075,-0.0458114893333333,0.8155257015,0.2999858335,-0.6246250046,-0.7499770285,0.590992726333333,0.856558408,0.4821436132,0.9086341122,-0.769998097,-0.122620279,-0.1000560425,0.5736020325,-3.502326829,-0.6311654685
"ACH-000457","CAL54_KIDNEY",0.077177842,0.297423326,-0.049311387,-0.241146486,0.049189848,-0.169157671,-0.059088441,0.040804613,-0.212798422,-0.134771271,0.1310426975,-0.159352276,0.1058871205,-0.931507842,-0.641101642,0.0379390106666667,0.9479570315,-0.637146342666667,-0.60918101,-0.8101311555,-0.0813712923333333,0.551135396,0.2148731138,-0.017296447,-1.15870698133333,-0.410901431,-0.136989553,-0.3778006465,-3.268343407,-1.2853017305
"ACH-000432","BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.241778624,-0.806714612,-0.511592676,0.231248356,-0.059511044,-0.128691613,0.02399511,-0.267176207,-0.311289194,0.300200583,0.1499010295,0.031364303,-0.2045554115,-0.940767333,-0.51697496125,0.118888658,0.817979889,-0.486436304833333,-0.1959494766,-0.34091101125,0.074203585,0.0081175415,-0.1777120716,0.2917232898,-0.124215745,0.3434792995,-0.123858019,0.468908719,-0.375790036,-0.065071936
"ACH-000056","DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.279302748,-1.366688589,-0.740323606,NA,-0.336902054,-0.141501582,-0.367338902,-0.922880483,-0.719457153,-0.106346102,-0.261401337,-0.0307177,-0.6546444005,-1.2158027646,-0.7478984275,-0.354137959333333,0.172560372,-0.121754022,-0.8048900496,-1.4271328875,-0.709431309,-0.502819623,-0.4112718536,-0.2110998114,0.192320172,-0.940174925,-0.5474590795,-0.5400814585,0.871691742,-0.7009747975
"ACH-000198","EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.918478488,0.206844889,0.473881866,0.633356811,0.938814362,4.894331732,1.046160337,0.08829256,0.162253878,0.8333112345,0.8948715565,0.5738439715,0.2585827575,0.5436124106,0.8625687615,0.923232022666667,1.3498943125,0.760049364833333,0.7385516778,0.1302365615,0.29278946,-0.5670057705,0.3059569844,0.4914845154,1.14223654833333,0.315173189,0.7223100895,0.431220456,1.749994932,-0.496363147
"ACH-000938","NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.10113711,-0.600085023,-0.594520038,-0.262602286,-0.135982292,-0.477759509,0.047939091,-0.20734999,-0.264954619,0.240708021,0.027901426,0.108653917,-0.3824851315,0.2076959204,-0.29211627675,0.02262904,-0.043913924,0.120603948333333,0.1290947366,-0.06187094825,0.091356084,0.0973686665,-0.1704429696,0.2073017292,0.0941724196666667,-0.2041346195,-0.2376484835,0.1479444075,0.053656172,0.38640201625
"ACH-000545","VMCUB1_URINARY_TRACT",-0.578163914,-0.473428079,0.131035338,0.494563222,-0.035299803,-0.092299117,-0.239452189,-0.179494734,-0.678596282,0.1715963625,0.0801157655,-0.354427969,-0.1824711395,0.410138059,0.1512218305,0.259832619,-0.5610168815,0.4262607525,0.456427532,0.34131969125,-0.320119071,1.3419547595,0.0820605506,0.340646561,0.874555000666667,0.5295969645,0.039466426,0.5571294205,2.489667238,0.732895504
"ACH-000204","LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.087023246,-0.751518602,-0.228561919,0.567982095,0.019619437,0.085115517,0.033700145,0.109331241,-0.263020033,-0.1887903755,-0.032824942,0.168675419,0.305133402,0.1417880052,0.231757619,-0.571766577,-2.169027494,-1.54605527183333,-0.3403180724,1.55930662175,0.027807465,-0.8252822485,-0.4299383328,0.2007028348,-0.286446931333333,-0.1503364405,-0.1972274135,-0.1419443545,-0.481670139,-0.0599722235
"ACH-000787","LXF289_LUNG",0.009503462,0.042190772,0.539365982,-0.170959761,-0.031421889,NA,0.004339417,0.074647374,-0.1518256,-0.4699663265,-0.098890825,0.1816191315,0.184576693,-0.1474898346,-0.14632137525,-0.135984004,0.314991103,0.322542948,0.0329093802,-0.32308286575,-0.0562738423333333,-0.301809818,0.0656054464,-0.2673939044,NA,0.3767908975,0.146527662,0.12013651,NA,0.43483901975
"ACH-001129","MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.621586433,-0.459052594,-0.541092261,-0.965449413,0.035541598,0.771559613,-0.056613115,-0.478739198,-1.04180522,-0.3432395095,-0.2956969425,-0.2529080915,-0.4888667235,0.217454814,0.30516536525,-0.106364453333333,-0.3789745425,0.2354518905,-0.0828313384,-0.1351561355,-0.225687798666667,-1.28336657,-0.6430606278,-0.422570507,0.166809406333333,-1.3977919335,-0.7379041805,-0.9707434435,1.1221396,-0.36250659325
"ACH-000218","PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.010398755,-0.487339756,-0.263068603,0.313765307,0.044998147,1.359474885,0.114379714,-0.369318746,-0.676866254,0.3190601065,0.1318075905,-0.072429618,-0.5508917205,0.7447841198,0.47349925975,-0.262467036666667,-1.480714288,0.580976926833333,0.0326765938,0.08058286825,0.205511109333333,0.4521113275,-0.3565188872,0.4683819616,-0.350570134666667,-0.2100551605,-0.135430755,0.074745857,-1.350450929,0.67975534475
"ACH-000937","PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.088611064,-0.8995822,-0.668339817,0.514560747,-0.278978081,NA,-0.114604121,-0.89528484,-1.367942315,0.630615509,-0.0567370035,-0.3262507525,-0.9488670295,0.0180155402,-0.05094187875,-0.121303876333333,-0.241727983,0.233151875166667,0.2755768836,0.011842501,-0.142875116666667,0.9970858355,-0.3881788114,0.506517435,NA,0.5027787655,-0.0470424035,0.578529,NA,0.839149433
"ACH-000462","NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.15754747,-1.058468491,-0.530596928,-0.14452008,-0.323909909,NA,-0.587207428,-0.048760839,0.250640097,-0.244729578,-0.1301029365,0.064415591,-0.325515736,-0.9054998326,-0.63885379225,-0.201060546666667,0.590689305,-0.343824182,-0.5735144168,-0.8546009965,-0.335255584666667,-0.406720026,-0.3518206144,-0.0652404598,NA,-0.2180694565,-0.1472404725,-0.2202172765,NA,-0.7124926385
"ACH-000113","OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.461036339,-0.243104051,-0.480419755,1.118905663,-0.393408834,-0.564379283,0.003405275,-0.674150942,-1.927448916,-0.0447520865,-0.0906348145,-0.0447451285,0.261932823,0.1116835898,-0.262243189,-0.195030280666667,-0.688794618,-0.122271282833333,-0.3810015254,-0.227187044,-0.699050586333333,0.091124368,-0.0876228,0.1567928646,-1.358546112,-0.2223843235,-0.319373706,0.048394228,-3.978448027,-0.7978250935
"ACH-000032","MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.465134441,-1.046527486,-0.805144051,-0.783740986,-0.637925926,-1.332762024,-0.766495006,-0.533362451,-0.206020191,-0.9224658845,-0.9169350455,-0.448064861,-0.647136249,-0.557400747,-0.92087159525,-0.672115481666667,-0.1043405335,-0.624717271833333,-0.6950044982,-0.89990173525,-0.471143955,-1.226986727,-0.7741959728,-0.890439534,-0.361737877666667,-0.9423105275,-0.8551403505,-0.721685465,0.183816943,-0.885211825
"ACH-000326","JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.334775693,-0.64717949,-0.042243214,0.189152239,-0.291627162,-0.191976605,-0.40375037,-0.089224584,0.057671524,0.388084503,0.0842621775,-0.251430162,-0.3233786695,-0.4880271088,-0.0122254115,0.006570428,-0.7563398335,-0.467751278166667,-0.1369650776,0.04696596075,0.05482541,-0.175912468,-0.464334493,0.3529846454,-0.443544087,0.4114331225,0.144023592,0.153495227,-1.102803654,0.21075314725
