CCLE_ID,depMapID,CCLE.hc.msi_del,CCLE.hc.total_del,CCLE.wes.msi_del,CCLE.wes.total_del,CCLE.wgs.msi_del,CCLE.wgs.total_del,GDSC.wes.msi_del,GDSC.wes.total_del,GDSC.msi.call,CCLE.MSI.call
MALME3M_SKIN,ACH-000477,72,98,258,477,NA,NA,NA,NA,NA,inferred-MSS
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000380,100,140,281,488,NA,NA,845,1299,MSS/MSI-L,inferred-MSS
T98G_CENTRAL_NERVOUS_SYSTEM,ACH-000571,56,81,NA,NA,NA,NA,621,1020,MSS/MSI-L,inferred-MSS
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000002,62,95,NA,NA,NA,NA,978,1514,MSS/MSI-L,inferred-MSS
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,ACH-000863,46,72,NA,NA,NA,NA,863,1350,MSS/MSI-L,inferred-MSS
HEYA8_OVARY,ACH-000542,82,126,329,531,NA,NA,NA,NA,NA,inferred-MSS
NCIH2122_LUNG,ACH-000311,66,102,NA,NA,10039,23871,631,984,MSS/MSI-L,inferred-MSS
MELJUSO_SKIN,ACH-000881,54,94,NA,NA,NA,NA,670,1077,MSS/MSI-L,inferred-MSS
SW620_LARGE_INTESTINE,ACH-000651,32,47,NA,NA,NA,NA,561,893,MSS/MSI-L,inferred-MSS
VMRCRCZ_KIDNEY,ACH-000171,38,66,NA,NA,NA,NA,652,1012,MSS/MSI-L,inferred-MSS
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000763,65,123,783,1450,30063,69293,1171,1997,MSS/MSI-L,inferred-MSS
L33_PANCREAS,ACH-000685,87,138,604,1020,NA,NA,NA,NA,NA,inferred-MSS
A549_LUNG,ACH-000681,72,100,NA,NA,8256,19498,617,971,MSS/MSI-L,inferred-MSS
A172_CENTRAL_NERVOUS_SYSTEM,ACH-000558,80,116,NA,NA,NA,NA,1012,1536,MSS/MSI-L,inferred-MSS
NCIH1975_LUNG,ACH-000587,82,125,NA,NA,11464,25767,654,1023,MSS/MSI-L,inferred-MSS
COLO679_SKIN,ACH-000805,64,101,NA,NA,NA,NA,722,1160,MSS/MSI-L,inferred-MSS
KP2_PANCREAS,ACH-000281,56,82,385,644,NA,NA,875,1327,NA,inferred-MSS
HUH1_LIVER,ACH-000475,77,109,364,654,NA,NA,639,1032,MSS/MSI-L,inferred-MSS
MDAMB453_BREAST,ACH-000910,73,111,NA,NA,11837,26358,618,986,MSS/MSI-L,inferred-MSS
PANC0403_PANCREAS,ACH-000235,56,74,307,492,NA,NA,820,1200,MSS/MSI-L,inferred-MSS
TYKNU_OVARY,ACH-000430,70,100,346,556,NA,NA,801,1183,MSS/MSI-L,inferred-MSS
OVISE_OVARY,ACH-000527,55,87,NA,NA,NA,NA,699,1107,MSS/MSI-L,inferred-MSS
EFM19_BREAST,ACH-000330,76,102,NA,NA,10144,22690,714,1119,MSS/MSI-L,inferred-MSS
MELHO_SKIN,ACH-000450,52,71,NA,NA,NA,NA,616,995,MSS/MSI-L,inferred-MSS
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000371,62,96,NA,NA,NA,NA,991,1448,MSS/MSI-L,inferred-MSS
G361_SKIN,ACH-000572,85,110,NA,NA,9386,21349,685,1044,MSS/MSI-L,inferred-MSS
NCIH647_LUNG,ACH-000378,48,70,NA,NA,NA,NA,1090,1600,MSS/MSI-L,inferred-MSS
GMS10_CENTRAL_NERVOUS_SYSTEM,ACH-000102,41,66,NA,NA,NA,NA,767,1186,MSS/MSI-L,inferred-MSS
HLFA_FIBROBLAST,ACH-000797,94,141,739,1395,NA,NA,NA,NA,NA,inferred-MSS
42MGBA_CENTRAL_NERVOUS_SYSTEM,ACH-000323,58,81,NA,NA,NA,NA,439,732,MSS/MSI-L,inferred-MSS
HCC44_LUNG,ACH-000667,67,92,NA,NA,8834,20338,573,890,MSS/MSI-L,inferred-MSS
KYSE70_OESOPHAGUS,ACH-000784,22,38,NA,NA,12566,27213,757,1171,MSS/MSI-L,inferred-MSS
GAMG_CENTRAL_NERVOUS_SYSTEM,ACH-000098,39,51,NA,NA,11405,25271,1047,1538,MSS/MSI-L,inferred-MSS
NCIH522_LUNG,ACH-000343,54,75,NA,NA,7669,17525,674,1001,MSS/MSI-L,inferred-MSS
PK59_PANCREAS,ACH-000205,71,97,344,568,NA,NA,NA,NA,NA,inferred-MSS
COLO741_SKIN,ACH-000582,52,71,NA,NA,12014,26745,603,957,NA,inferred-MSS
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000190,57,84,NA,NA,NA,NA,949,1437,MSS/MSI-L,inferred-MSS
NCIH661_LUNG,ACH-000853,56,77,NA,NA,9809,23039,602,965,MSS/MSI-L,inferred-MSS
HCC78_LUNG,ACH-000562,42,67,312,599,NA,NA,681,1077,MSS/MSI-L,inferred-MSS
YKG1_CENTRAL_NERVOUS_SYSTEM,ACH-000570,65,91,NA,NA,NA,NA,881,1362,MSS/MSI-L,inferred-MSS
ESS1_ENDOMETRIUM,ACH-000913,58,86,273,470,11483,26475,701,1088,MSS/MSI-L,inferred-MSS
U251MG_CENTRAL_NERVOUS_SYSTEM,ACH-000232,99,134,NA,NA,10632,23661,701,1030,MSS/MSI-L,inferred-MSS
TE11_OESOPHAGUS,ACH-000488,81,106,NA,NA,11210,25544,908,1361,MSS/MSI-L,inferred-MSS
KS1_CENTRAL_NERVOUS_SYSTEM,ACH-000631,106,155,NA,NA,NA,NA,798,1320,MSS/MSI-L,inferred-MSS
TE1_OESOPHAGUS,ACH-000647,69,108,NA,NA,13392,30076,735,1191,MSS/MSI-L,inferred-MSS
MOGGUVW_CENTRAL_NERVOUS_SYSTEM,ACH-001126,19,25,NA,NA,NA,NA,730,1163,MSS/MSI-L,inferred-MSS
RERFLCAD1_LUNG,ACH-000791,66,101,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
TE5_OESOPHAGUS,ACH-000408,95,126,NA,NA,11620,26618,769,1174,MSS/MSI-L,inferred-MSS
KELLY_AUTONOMIC_GANGLIA,ACH-000259,38,55,NA,NA,NA,NA,605,946,MSS/MSI-L,inferred-MSS
TE15_OESOPHAGUS,ACH-000353,96,132,NA,NA,NA,NA,958,1410,MSS/MSI-L,inferred-MSS
ABC1_LUNG,ACH-000528,70,94,NA,NA,12793,27822,984,1492,MSS/MSI-L,inferred-MSS
8MGBA_CENTRAL_NERVOUS_SYSTEM,ACH-000137,67,90,NA,NA,NA,NA,622,1000,MSS/MSI-L,inferred-MSS
NCIH1703_LUNG,ACH-000747,63,95,NA,NA,10660,23624,655,1024,MSS/MSI-L,inferred-MSS
AGS_STOMACH,ACH-000880,67,105,NA,NA,12679,29367,717,1131,MSS/MSI-L,inferred-MSS
QGP1_PANCREAS,ACH-000347,59,83,NA,NA,14162,31215,897,1392,MSS/MSI-L,inferred-MSS
DETROIT562_UPPER_AERODIGESTIVE_TRACT,ACH-000207,36,56,NA,NA,10432,23011,815,1228,MSS/MSI-L,inferred-MSS
BT474_BREAST,ACH-000927,50,80,NA,NA,11069,24602,730,1129,MSS/MSI-L,inferred-MSS
ACHN_KIDNEY,ACH-000046,33,43,NA,NA,7476,15709,659,989,MSS/MSI-L,inferred-MSS
NCIH1581_LUNG,ACH-000015,35,54,NA,NA,NA,NA,701,1081,MSS/MSI-L,inferred-MSS
SCABER_URINARY_TRACT,ACH-000839,102,167,NA,NA,32020,72381,1647,2740,NA,inferred-MSS
SKMEL30_SKIN,ACH-000810,24,37,NA,NA,10505,24373,693,1108,MSS/MSI-L,inferred-MSS
OVKATE_OVARY,ACH-000443,49,70,NA,NA,NA,NA,888,1339,MSS/MSI-L,inferred-MSS
C32_SKIN,ACH-000580,64,94,NA,NA,NA,NA,730,1172,MSS/MSI-L,inferred-MSS
PANC0327_PANCREAS,ACH-000139,77,117,NA,NA,11740,25708,860,1289,MSS/MSI-L,inferred-MSS
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000817,92,130,NA,NA,23975,53039,927,1504,MSS/MSI-L,inferred-MSS
ES2_OVARY,ACH-000906,49,79,NA,NA,14371,31784,638,1024,MSS/MSI-L,inferred-MSS
NCIH1395_LUNG,ACH-000327,56,81,NA,NA,NA,NA,711,1081,MSS/MSI-L,inferred-MSS
NCIH1781_LUNG,ACH-000379,58,82,NA,NA,NA,NA,631,986,MSS/MSI-L,inferred-MSS
LS1034_LARGE_INTESTINE,ACH-000252,46,68,NA,NA,NA,NA,670,1060,MSS/MSI-L,inferred-MSS
G402_SOFT_TISSUE,ACH-000375,73,113,NA,NA,22129,49815,921,1487,MSS/MSI-L,inferred-MSS
NCIH146_LUNG,ACH-000506,42,59,NA,NA,9007,20991,729,1091,MSS/MSI-L,inferred-MSS
CHP212_AUTONOMIC_GANGLIA,ACH-000120,57,93,NA,NA,10892,25470,809,1275,MSS/MSI-L,inferred-MSS
SW403_LARGE_INTESTINE,ACH-000820,73,108,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
NCIH747_LARGE_INTESTINE,ACH-000403,66,90,NA,NA,10436,23442,527,857,MSS/MSI-L,inferred-MSS
RT4_URINARY_TRACT,ACH-000242,71,98,NA,NA,NA,NA,789,1242,MSS/MSI-L,inferred-MSS
KATOIII_STOMACH,ACH-000793,77,113,NA,NA,14257,33133,770,1192,MSS/MSI-L,inferred-MSS
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000080,48,77,323,582,NA,NA,NA,NA,NA,inferred-MSS
SW1417_LARGE_INTESTINE,ACH-000236,103,134,NA,NA,NA,NA,625,940,MSS/MSI-L,inferred-MSS
SW948_LARGE_INTESTINE,ACH-000680,35,52,NA,NA,10594,23671,517,818,MSS/MSI-L,inferred-MSS
HS606T_FIBROBLAST,ACH-000540,83,122,315,545,NA,NA,NA,NA,NA,inferred-MSS
MDAMB415_BREAST,ACH-000876,96,135,306,541,NA,NA,559,889,MSS/MSI-L,inferred-MSS
DMS79_LUNG,ACH-000703,36,52,496,814,9582,22126,762,1176,NA,inferred-MSS
NCIH2106_LUNG,ACH-000904,25,41,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
SW579_THYROID,ACH-000163,66,93,349,587,10187,23406,NA,NA,NA,inferred-MSS
MDAMB468_BREAST,ACH-000849,40,65,NA,NA,NA,NA,1277,1975,MSS/MSI-L,inferred-MSS
NCIH526_LUNG,ACH-000767,57,81,NA,NA,10068,23401,709,1061,MSS/MSI-L,inferred-MSS
TOV112D_OVARY,ACH-000048,NA,NA,NA,NA,NA,NA,637,961,MSS/MSI-L,inferred-MSS
BT549_BREAST,ACH-000288,38,55,NA,NA,NA,NA,676,980,MSS/MSI-L,inferred-MSS
NCIH2196_LUNG,ACH-000399,91,117,NA,NA,8084,18893,650,1000,MSS/MSI-L,inferred-MSS
CAL851_BREAST,ACH-000857,103,133,NA,NA,11230,24843,731,1168,MSS/MSI-L,inferred-MSS
EFO21_OVARY,ACH-000308,51,73,NA,NA,10968,24316,607,900,MSS/MSI-L,inferred-MSS
A375_SKIN,ACH-000219,45,66,NA,NA,9521,21908,728,1088,MSS/MSI-L,inferred-MSS
HT29_LARGE_INTESTINE,ACH-000552,96,130,NA,NA,11704,27442,801,1263,MSS/MSI-L,inferred-MSS
NCIH446_LUNG,ACH-000800,52,82,NA,NA,9888,23101,738,1113,MSS/MSI-L,inferred-MSS
SKMEL5_SKIN,ACH-000730,79,106,NA,NA,11647,26066,989,1517,MSS/MSI-L,inferred-MSS
HS944T_SKIN,ACH-000632,39,53,NA,NA,9750,21617,NA,NA,NA,inferred-MSS
TCCPAN2_PANCREAS,ACH-000502,72,101,297,519,NA,NA,NA,NA,NA,inferred-MSS
RMGI_OVARY,ACH-000719,92,135,NA,NA,14464,32468,876,1353,MSS/MSI-L,inferred-MSS
PC3_PROSTATE,ACH-000090,69,89,NA,NA,8948,20350,629,1019,MSS/MSI-L,inferred-MSS
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000551,32,51,316,531,NA,NA,596,944,MSS/MSI-L,inferred-MSS
RT112_URINARY_TRACT,ACH-000473,27,46,NA,NA,10419,24395,700,1081,MSS/MSI-L,inferred-MSS
U87MG_CENTRAL_NERVOUS_SYSTEM,ACH-000075,72,102,NA,NA,9594,22141,664,1029,MSS/MSI-L,inferred-MSS
CAKI2_KIDNEY,ACH-000234,33,49,369,590,NA,NA,NA,NA,NA,inferred-MSS
OE19_OESOPHAGUS,ACH-000679,43,60,NA,NA,14991,32572,851,1297,MSS/MSI-L,inferred-MSS
KMRC2_KIDNEY,ACH-000709,61,102,314,589,NA,NA,NA,NA,NA,inferred-MSS
JHH2_LIVER,ACH-000577,44,65,NA,NA,NA,NA,782,1224,MSS/MSI-L,inferred-MSS
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000045,44,68,NA,NA,12730,28164,664,1031,MSS/MSI-L,inferred-MSS
WM2664_SKIN,ACH-001239,59,75,NA,NA,11311,25085,NA,NA,NA,inferred-MSS
KMRC1_KIDNEY,ACH-000684,54,79,NA,NA,NA,NA,587,975,MSS/MSI-L,inferred-MSS
T84_LARGE_INTESTINE,ACH-000381,69,88,NA,NA,10734,23269,896,1325,MSS/MSI-L,inferred-MSS
CALU1_LUNG,ACH-000511,66,94,282,529,9082,22015,NA,NA,NA,inferred-MSS
LOXIMVI_SKIN,ACH-000750,67,87,NA,NA,10681,24627,704,1100,MSS/MSI-L,inferred-MSS
NCIH2170_LUNG,ACH-000481,50,68,NA,NA,9765,22795,721,1074,MSS/MSI-L,inferred-MSS
SQ1_LUNG,ACH-000553,46,71,315,515,NA,NA,NA,NA,NA,inferred-MSS
NCIH2444_LUNG,ACH-000186,38,50,NA,NA,NA,NA,679,998,MSS/MSI-L,inferred-MSS
UACC257_SKIN,ACH-000579,72,106,NA,NA,8579,19850,636,1011,MSS/MSI-L,inferred-MSS
KYSE510_OESOPHAGUS,ACH-000824,65,90,NA,NA,NA,NA,969,1439,MSS/MSI-L,inferred-MSS
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000362,49,84,514,856,NA,NA,769,1211,MSS/MSI-L,inferred-MSS
HUPT4_PANCREAS,ACH-000213,53,77,NA,NA,NA,NA,605,977,MSS/MSI-L,inferred-MSS
MOGGCCM_CENTRAL_NERVOUS_SYSTEM,ACH-001125,43,57,NA,NA,NA,NA,679,993,MSS/MSI-L,inferred-MSS
KYSE30_OESOPHAGUS,ACH-000777,58,84,361,591,9994,23136,NA,NA,NA,inferred-MSS
KYSE150_OESOPHAGUS,ACH-000855,63,83,NA,NA,NA,NA,782,1243,MSS/MSI-L,inferred-MSS
PSN1_PANCREAS,ACH-000320,54,82,NA,NA,NA,NA,883,1341,MSS/MSI-L,inferred-MSS
NCIH1299_LUNG,ACH-000510,44,61,NA,NA,8844,20366,535,813,MSS/MSI-L,inferred-MSS
PATU8988T_PANCREAS,ACH-000023,70,107,NA,NA,11256,24902,468,772,MSS/MSI-L,inferred-MSS
IGR37_SKIN,ACH-000650,47,70,NA,NA,NA,NA,508,772,MSS/MSI-L,inferred-MSS
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000453,58,88,272,497,NA,NA,NA,NA,NA,inferred-MSS
SCC25_UPPER_AERODIGESTIVE_TRACT,ACH-000188,22,24,NA,NA,9415,21425,985,1441,MSS/MSI-L,inferred-MSS
UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001230,44,66,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
MHHNB11_AUTONOMIC_GANGLIA,ACH-000078,30,58,NA,NA,NA,NA,687,1061,MSS/MSI-L,inferred-MSS
HCC1806_BREAST,ACH-000624,98,135,NA,NA,NA,NA,1103,1771,MSS/MSI-L,inferred-MSS
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000073,24,46,326,597,NA,NA,667,1096,MSS/MSI-L,inferred-MSS
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000006,39,70,NA,NA,NA,NA,786,1218,MSS/MSI-L,inferred-MSS
MKN7_STOMACH,ACH-000678,58,81,NA,NA,9749,21481,803,1144,MSS/MSI-L,inferred-MSS
SW1710_URINARY_TRACT,ACH-000566,72,107,NA,NA,NA,NA,699,1197,MSS/MSI-L,inferred-MSS
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000338,32,45,NA,NA,NA,NA,918,1388,MSS/MSI-L,inferred-MSS
SCC15_UPPER_AERODIGESTIVE_TRACT,ACH-000254,44,76,NA,NA,NA,NA,760,1153,MSS/MSI-L,inferred-MSS
RS5_FIBROBLAST,ACH-000531,42,64,248,475,NA,NA,NA,NA,NA,inferred-MSS
NCIH2126_LUNG,ACH-000785,61,85,NA,NA,NA,NA,631,975,NA,inferred-MSS
NCIH2141_LUNG,ACH-001138,58,83,NA,NA,NA,NA,648,1031,MSS/MSI-L,inferred-MSS
NCIH1385_LUNG,ACH-000737,28,46,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
HCC827_LUNG,ACH-000012,30,44,NA,NA,9394,20818,777,1149,MSS/MSI-L,inferred-MSS
RD_SOFT_TISSUE,ACH-000169,40,56,NA,NA,NA,NA,874,1326,MSS/MSI-L,inferred-MSS
TT_THYROID,ACH-001321,32,55,304,528,NA,NA,926,1426,MSS/MSI-L,inferred-MSS
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000387,93,128,371,624,NA,NA,NA,NA,NA,inferred-MSS
HS172T_FIBROBLAST,ACH-000088,30,45,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
HS834T_FIBROBLAST,ACH-000275,65,100,533,877,NA,NA,NA,NA,NA,inferred-MSS
TE125T_FIBROBLAST,ACH-000079,60,94,416,718,NA,NA,NA,NA,NA,inferred-MSS
8305C_THYROID,ACH-001306,55,97,NA,NA,14771,33406,900,1431,MSS/MSI-L,inferred-MSS
UACC812_BREAST,ACH-000568,69,100,NA,NA,13713,30752,913,1387,MSS/MSI-L,inferred-MSS
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000105,35,56,278,510,NA,NA,665,1104,MSS/MSI-L,inferred-MSS
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000728,115,144,674,933,NA,NA,NA,NA,NA,inferred-MSS
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000439,75,109,424,767,NA,NA,836,1323,MSS/MSI-L,inferred-MSS
DM3_FIBROBLAST,ACH-000742,42,65,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000357,22,39,NA,NA,NA,NA,765,1212,MSS/MSI-L,inferred-MSS
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000653,46,66,298,484,NA,NA,591,896,MSS/MSI-L,inferred-MSS
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000388,40,63,322,534,NA,NA,NA,NA,NA,inferred-MSS
CL14_LARGE_INTESTINE,ACH-000342,39,55,302,478,NA,NA,NA,NA,NA,inferred-MSS
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000604,52,78,315,577,NA,NA,NA,NA,NA,inferred-MSS
JL1_PLEURA,ACH-000645,30,40,266,459,NA,NA,NA,NA,NA,inferred-MSS
CAL148_BREAST,ACH-000902,43,69,NA,NA,NA,NA,676,1086,MSS/MSI-L,inferred-MSS
NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000130,55,98,405,725,NA,NA,NA,NA,NA,inferred-MSS
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000122,26,51,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
CL40_LARGE_INTESTINE,ACH-000798,24,34,326,535,NA,NA,817,1233,MSS/MSI-L,inferred-MSS
MDAMB134VI_BREAST,ACH-000044,67,100,NA,NA,11710,26046,NA,NA,NA,inferred-MSS
HCC1500_BREAST,ACH-000349,57,80,NA,NA,22846,49987,1189,1987,MSS/MSI-L,inferred-MSS
HCC1599_BREAST,ACH-000196,21,34,NA,NA,11177,24985,973,1466,MSS/MSI-L,inferred-MSS
MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001130,36,63,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000336,29,53,NA,NA,NA,NA,645,1030,MSS/MSI-L,inferred-MSS
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000271,41,61,379,642,NA,NA,682,1053,MSS/MSI-L,inferred-MSS
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000365,34,52,347,584,NA,NA,738,1149,MSS/MSI-L,inferred-MSS
RH41_SOFT_TISSUE,ACH-000100,34,55,NA,NA,NA,NA,600,979,MSS/MSI-L,inferred-MSS
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000124,40,62,339,635,NA,NA,610,982,MSS/MSI-L,inferred-MSS
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000321,33,51,440,763,NA,NA,NA,NA,NA,inferred-MSS
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000363,88,124,NA,NA,NA,NA,956,1443,MSS/MSI-L,inferred-MSS
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000166,40,71,279,535,NA,NA,NA,NA,NA,inferred-MSS
HS698T_FIBROBLAST,ACH-000850,56,93,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
UACC893_BREAST,ACH-000554,30,49,NA,NA,10319,23299,800,1247,MSS/MSI-L,inferred-MSS
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000220,89,121,287,513,NA,NA,NA,NA,NA,inferred-MSS
CHP126_AUTONOMIC_GANGLIA,ACH-000136,80,105,NA,NA,NA,NA,768,1182,MSS/MSI-L,inferred-MSS
COLO680N_OESOPHAGUS,ACH-000717,96,155,NA,NA,NA,NA,1041,1718,MSS/MSI-L,inferred-MSS
COLO678_LARGE_INTESTINE,ACH-000350,82,110,NA,NA,NA,NA,741,1103,MSS/MSI-L,inferred-MSS
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000301,77,125,NA,NA,14445,32520,918,1423,MSS/MSI-L,inferred-MSS
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000038,86,107,NA,NA,NA,NA,858,1300,MSS/MSI-L,inferred-MSS
CAL54_KIDNEY,ACH-000457,72,96,NA,NA,11168,25107,682,1059,MSS/MSI-L,inferred-MSS
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000432,69,94,NA,NA,NA,NA,963,1471,MSS/MSI-L,inferred-MSS
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000056,71,101,NA,NA,NA,NA,1094,1598,MSS/MSI-L,inferred-MSS
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000198,57,93,NA,NA,12672,28475,677,1024,MSS/MSI-L,inferred-MSS
VMCUB1_URINARY_TRACT,ACH-000545,47,77,NA,NA,9626,21097,767,1180,MSS/MSI-L,inferred-MSS
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000204,65,95,403,712,NA,NA,741,1184,MSS/MSI-L,inferred-MSS
LXF289_LUNG,ACH-000787,23,37,NA,NA,NA,NA,851,1228,MSS/MSI-L,inferred-MSS
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001129,55,83,NA,NA,12057,26906,NA,NA,NA,inferred-MSS
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000218,66,98,386,681,NA,NA,651,1053,MSS/MSI-L,inferred-MSS
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000937,142,187,NA,NA,NA,NA,1545,2085,MSS/MSI-L,inferred-MSS
NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000462,127,191,693,1291,NA,NA,NA,NA,NA,inferred-MSS
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000113,65,93,NA,NA,NA,NA,919,1313,MSS/MSI-L,inferred-MSS
MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000032,54,99,248,470,NA,NA,NA,NA,NA,inferred-MSS
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000326,78,113,356,621,NA,NA,640,989,MSS/MSI-L,inferred-MSS
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000065,54,88,293,534,NA,NA,793,1308,MSS/MSI-L,inferred-MSS
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000101,41,59,NA,NA,NA,NA,559,892,MSS/MSI-L,inferred-MSS
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000241,66,94,451,749,NA,NA,NA,NA,NA,inferred-MSS
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000398,34,51,NA,NA,NA,NA,NA,NA,NA,inferred-MSS
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000315,81,110,NA,NA,NA,NA,906,1365,MSS/MSI-L,inferred-MSS
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000806,28,49,NA,NA,NA,NA,950,1382,MSS/MSI-L,inferred-MSS
CAL78_BONE,ACH-000516,50,74,NA,NA,NA,NA,541,847,MSS/MSI-L,inferred-MSS
HDQP1_BREAST,ACH-000643,72,99,NA,NA,9328,20396,703,1076,MSS/MSI-L,inferred-MSS
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000156,37,62,364,622,NA,NA,688,1078,MSS/MSI-L,inferred-MSS
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000492,47,82,340,605,NA,NA,NA,NA,NA,inferred-MSS
ONCODG1_OVARY,ACH-000013,47,65,345,593,NA,NA,NA,NA,NA,inferred-MSS
HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000267,66,88,NA,NA,NA,NA,785,1165,MSS/MSI-L,inferred-MSS
CAL29_URINARY_TRACT,ACH-000142,45,78,NA,NA,NA,NA,606,991,MSS/MSI-L,inferred-MSS
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001106,37,60,366,632,NA,NA,748,1175,MSS/MSI-L,inferred-MSS
SCLC21H_LUNG,ACH-000659,56,80,NA,NA,10141,23830,NA,NA,NA,inferred-MSS
CALU3_LUNG,ACH-000392,53,75,356,574,NA,NA,779,1186,MSS/MSI-L,inferred-MSS
NCIH1435_LUNG,ACH-000852,75,104,NA,NA,12129,27154,695,1083,MSS/MSI-L,inferred-MSS
NCIH2009_LUNG,ACH-000886,80,96,NA,NA,NA,NA,725,1122,MSS/MSI-L,inferred-MSS
NCIH1869_LUNG,ACH-000894,23,34,NA,NA,9504,21072,593,930,MSS/MSI-L,inferred-MSS
HS852T_SKIN,ACH-000274,76,104,325,530,NA,NA,NA,NA,NA,inferred-MSS
